brand,description,image_urls,images,imgname,material,name,origin,price 
ATP Atelier,"Slim ankle boot from A.T.P. Atelier. Tuscan vegetable tanned leather. Concealed zip closure at medial side. Almond toe. Branded goldtone zip pull. Contrasting leather lining. Leather outsole. Stacked heel.

• Leather upper
• Leather sole
• 2.25"" heel
• Made in Italy","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwbeaa48d5/products/W107206/W107206_191024_NS_TT_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw474d17fb/products/W107206/W107206_191024_NS_TT_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw84e93732/products/W107206/W107206_191024_NS_TT_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw2248c1db/products/W107206/W107206_191024_NS_TT_4.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw01db6936/products/W107206/W107206_191024_NS_TT_5.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwbeaa48d5/products/W107206/W107206_191024_NS_TT_1.jpg?sw=600&q=70', 'path': 'full/1652e31c1611669db9ef0bfc546275a8eca522c5.jpg', 'checksum': '712a669210571eab1f54c34d91671390'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw474d17fb/products/W107206/W107206_191024_NS_TT_2.jpg?sw=600&q=70', 'path': 'full/20c3c32908a360c0b4e8b79ad77ec70abda3c0e7.jpg', 'checksum': '421bbee6c312b85a13b85f391e7fabd1'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw84e93732/products/W107206/W107206_191024_NS_TT_3.jpg?sw=600&q=70', 'path': 'full/15db691a02067982cca25a51cc189068329789aa.jpg', 'checksum': 'd9d9034ffbcf9b4c8ae33f6f0cc8e4ec'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw2248c1db/products/W107206/W107206_191024_NS_TT_4.jpg?sw=600&q=70', 'path': 'full/e4c7f4a3c43dfbcab69e77774c525f96b6fa7344.jpg', 'checksum': 'e0ce40a3f719ee5795215d6b17cfaf50'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw01db6936/products/W107206/W107206_191024_NS_TT_5.jpg?sw=600&q=70', 'path': 'full/45239210c50923c6a1955e69380461ac483febb7.jpg', 'checksum': '464401b90add4a231aad8fe1c9f3221c'}]",,,Ellera Boot in Black,,$530.00
ATP Atelier,"Slim ankle boot from A.T.P. Atelier. Tuscan vegetable tanned leather. Concealed zip closure at medial side. Almond toe. Branded goldtone zip pull. Contrasting leather lining. Leather outsole. Stacked heel.

• Leather upper
• Leather sole
• 2.25"" heel
• Made in Italy","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwaba78cae/products/W107205/W107205_191024_NS_TT_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw0d792aad/products/W107205/W107205_191024_NS_TT_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwcaac13dc/products/W107205/W107205_191024_NS_TT_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw4c535a04/products/W107205/W107205_191024_NS_TT_4.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwc3905199/products/W107205/W107205_191024_NS_TT_5.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwaba78cae/products/W107205/W107205_191024_NS_TT_1.jpg?sw=600&q=70', 'path': 'full/1ae6a9a74af51ba87ede2d4e7e6bf1cc6b386a1a.jpg', 'checksum': '6e61db0cf6dbf375f5a8442311f76ed0'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw0d792aad/products/W107205/W107205_191024_NS_TT_2.jpg?sw=600&q=70', 'path': 'full/4894039adba01061dfcba749097e72dcfece69ac.jpg', 'checksum': 'e49c79c9a513ac78aecb082a08ee68b1'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwcaac13dc/products/W107205/W107205_191024_NS_TT_3.jpg?sw=600&q=70', 'path': 'full/33c26857393c622245cf28fafbe83830f19a0e88.jpg', 'checksum': '9c06e972f1fbd795f019ffbf8a5500d7'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw4c535a04/products/W107205/W107205_191024_NS_TT_4.jpg?sw=600&q=70', 'path': 'full/04e88df90a8cd6826715d9b52b8c13d956c475c0.jpg', 'checksum': '146a91959cbad61eb3619dee1413670d'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwc3905199/products/W107205/W107205_191024_NS_TT_5.jpg?sw=600&q=70', 'path': 'full/71af8860ba856c5d46eff7770238150b5afdf16a.jpg', 'checksum': '9c6a8f56dd2b4a943c8012b1306624c2'}]",,,Ellera Boot in Ice White,,$530.00
Maryam Nassir Zadeh,"Glossy wedge sandal from Maryam Nassir Zadeh. Patent leather upper with textured, high-contrast striping. Open square toe. Stitched edges. Leather lining and footbed. Covered heel. 

• Leather upper
• Leather sole
• 3.5"" heel
• Made in Italy","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6d9413ed/products/W106860/W106860_191024_NS_TT_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw9345fae2/products/W106860/W106860_191024_NS_TT_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw0ab0b5af/products/W106860/W106860_191024_NS_TT_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwa2b63f50/products/W106860/W106860_191024_NS_TT_4.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6aa56cca/products/W106860/W106860_191024_NS_TT_5.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6d9413ed/products/W106860/W106860_191024_NS_TT_1.jpg?sw=600&q=70', 'path': 'full/4edb2cb55a62cd2965ec9bacf06cc1d5ee497cd5.jpg', 'checksum': '699aca5a3898ab6f36ca4697b240824b'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw9345fae2/products/W106860/W106860_191024_NS_TT_2.jpg?sw=600&q=70', 'path': 'full/ae3fbef588ac2532fa92e5b1e584f1e4945ed103.jpg', 'checksum': '251da2fa82759cd3547a0ae1074e5ef7'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw0ab0b5af/products/W106860/W106860_191024_NS_TT_3.jpg?sw=600&q=70', 'path': 'full/73d2abe8228c79b25a88c2479499bb2e3132b990.jpg', 'checksum': '92abaafed8a36a54210f4f4bb97d5c55'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwa2b63f50/products/W106860/W106860_191024_NS_TT_4.jpg?sw=600&q=70', 'path': 'full/d92c1876cae08c9a84d43543425c8a60ff6738c1.jpg', 'checksum': '88a75527d0b24cebd8113dde7d5d4d92'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6aa56cca/products/W106860/W106860_191024_NS_TT_5.jpg?sw=600&q=70', 'path': 'full/06c12d15583ad9ae0a62c882ee1f3d3a10c3e575.jpg', 'checksum': '14936074944ecd460c84c81535bcf5c2'}]",,,Talia Thong Heel,,$541.00
Lauren Manoogian,"Square-cut coat from Lauren Manoogian. Cozy, double faced alpaca-merino blend. Open front with exaggerated, draped shawl collar. Dropped shoulders. Long sleeves. Large front pockets. Self-lined. 

• Alpaca Knit
• 43% baby alpaca, 29% merino wool, 25% nylon, 3% elastane
• Hand wash
• Made in Peru","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwc69fd338/products/W106852/W106852_191023_NS_OF_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwe448df4c/products/W106852/W106852_191023_NS_OF_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwf4208bf2/products/W106852/W106852_191023_NS_OF_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6f22d7f6/products/W106852/W106852_191023_NS_OF_4.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwc69fd338/products/W106852/W106852_191023_NS_OF_1.jpg?sw=600&q=70', 'path': 'full/c97b9a0ddb8d32c9e0bd33344bf1fa1e230b8fd6.jpg', 'checksum': '9f232203d9704a2c746512831c0b5675'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwe448df4c/products/W106852/W106852_191023_NS_OF_2.jpg?sw=600&q=70', 'path': 'full/9945f86874241103af7f227527e8846cddb339c9.jpg', 'checksum': '799e4e1587de978cb479caa282fd5d1a'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwf4208bf2/products/W106852/W106852_191023_NS_OF_3.jpg?sw=600&q=70', 'path': 'full/e516089fb7a6a6bb0808a993f361c7b60a453bfa.jpg', 'checksum': '755e54eb423b52063dae2620bafcbf69'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6f22d7f6/products/W106852/W106852_191023_NS_OF_4.jpg?sw=600&q=70', 'path': 'full/0c4b2d824411ce8865f8b1f6533f6d429517b114.jpg', 'checksum': '97d47606bb444770252e0884094a485d'}]",,,Double Face Coat in Monk,,$650.00
Just Female,"Plush bomber jacket from Just Female. Faux leather trim at placket, cuff and hem. Spread collar. Raglan sleeves. Silvertone snap button closure. Buttoned cuffs. Front slash pockets. Lined. 

• Faux Fur 
• 100% polyester
• Machine wash
• Made in China","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwad0b967b/products/W106772/W106772_191023_NS_OF_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw51ff875a/products/W106772/W106772_191023_NS_OF_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw20161950/products/W106772/W106772_191023_NS_OF_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw5df3b650/products/W106772/W106772_191023_NS_OF_4.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwad0b967b/products/W106772/W106772_191023_NS_OF_1.jpg?sw=600&q=70', 'path': 'full/d773f7374997dbc2a632fc2a33b587c82bd73a41.jpg', 'checksum': 'b1d74add458f2ba4e5bef75aab6712bf'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw51ff875a/products/W106772/W106772_191023_NS_OF_2.jpg?sw=600&q=70', 'path': 'full/8be8bbee4bf7bdbb9d4beb84e586cdc3a25dc4ce.jpg', 'checksum': '1dc85c4acaa2df2b013e5c493ba976c6'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw20161950/products/W106772/W106772_191023_NS_OF_3.jpg?sw=600&q=70', 'path': 'full/3372c1faa67eecce7b27bf272753cff5388c4f3b.jpg', 'checksum': '8ff3f586fb3431b774f832edc0f91109'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw5df3b650/products/W106772/W106772_191023_NS_OF_4.jpg?sw=600&q=70', 'path': 'full/3dc8768b0d470e4c78e947e7a09fe70f6bf5b531.jpg', 'checksum': '2e897a12c59d5b4b2fc0583a815fcbbc'}]",,,Sally Faux Fur Jacket,,$208.00
Just Female,"Heavy layered parka from Just Female. Water-resistant shell with luxe, brushed surface. Oversized, lined hood. Front double-zip closure. Dual pockets at waist. Removable full-body down liner in ripstop with hood and ribbed cuffs. Drawcord adjustment detail at hem. Casual fit. 

• Technical Poplin / Ripstop
• 65% cotton, 35% nylon shell
• 100% polyester lining
• 80% down, 20% feather inset lining
• Dry clean
• Made in Portugal","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwd81fc869/products/W106768/W106768_191023_NS_OF_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw833f23ec/products/W106768/W106768_191023_NS_OF_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwab0bf2ae/products/W106768/W106768_191023_NS_OF_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw2926e15e/products/W106768/W106768_191023_NS_OF_4.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw0731f5c4/products/W106768/W106768_191023_NS_OF_5.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwd81fc869/products/W106768/W106768_191023_NS_OF_1.jpg?sw=600&q=70', 'path': 'full/458bd535aa90fdf63d1abc1b63980ea56c2d4edc.jpg', 'checksum': 'f9b7be21c654af6940165b2f505550b0'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw833f23ec/products/W106768/W106768_191023_NS_OF_2.jpg?sw=600&q=70', 'path': 'full/a438d8b9aaf69e830ca0b5ec8d35863070857d0e.jpg', 'checksum': '02f6c2e533d51334bcab6d3df68fece9'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwab0bf2ae/products/W106768/W106768_191023_NS_OF_3.jpg?sw=600&q=70', 'path': 'full/6bd730f609bd01d12fd33fbf44ff9767b9626dad.jpg', 'checksum': '9e99c4ce4615c7d9c2ce17f896df7f2a'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw2926e15e/products/W106768/W106768_191023_NS_OF_4.jpg?sw=600&q=70', 'path': 'full/87cb83d0788e79f7d12d9f0a2068941cc3dd82c7.jpg', 'checksum': '31242a3202d7b01e11845e708f364969'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw0731f5c4/products/W106768/W106768_191023_NS_OF_5.jpg?sw=600&q=70', 'path': 'full/d441d4c0b4dbd0dd374825c3dd6c9aac672fa146.jpg', 'checksum': 'e22a62086b85abeb80835ff18e779adb'}]",,,Steal Layered Coat in Black,,$463.00
Just Female,"Puffer from Just Female. Baffled construction. Attached three-piece hood with ribbon drawcord adjustment. Two-way front zip closure with snap-down storm flap.  Inset ribbed cuffs. Welted front pockets. Lined interior with branded shoulder straps. Straight hem. 

• Technical Poly
• 100% polyester
• Machine wash
• Made in China","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw4d4c4d98/products/W106764/W106764_191023_NS_OF_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw7a4da562/products/W106764/W106764_191023_NS_OF_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6f2368d0/products/W106764/W106764_191023_NS_OF_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw3b03077b/products/W106764/W106764_191023_NS_OF_4.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwdebaa405/products/W106764/W106764_191023_NS_OF_5.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw4d4c4d98/products/W106764/W106764_191023_NS_OF_1.jpg?sw=600&q=70', 'path': 'full/56a6455ca37d8720390ddbd1966cdae55a84cbc9.jpg', 'checksum': '88c9799a47109faaf29789b5bc5ad3d7'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw7a4da562/products/W106764/W106764_191023_NS_OF_2.jpg?sw=600&q=70', 'path': 'full/5679d8ae5756a53c9c55e5bf876e3421539fd0ff.jpg', 'checksum': 'a6a44a9d0765e8e505dc2f381b9a7026'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6f2368d0/products/W106764/W106764_191023_NS_OF_3.jpg?sw=600&q=70', 'path': 'full/32a0966be42eb43d8a513aace7bcd3d34447f247.jpg', 'checksum': '221b76c773b8f78fcecc96f965232c47'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw3b03077b/products/W106764/W106764_191023_NS_OF_4.jpg?sw=600&q=70', 'path': 'full/7cb216240fa1fbbcd926b489084b292239c9bada.jpg', 'checksum': 'f406a233c7e34dd71a0b016940f90913'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwdebaa405/products/W106764/W106764_191023_NS_OF_5.jpg?sw=600&q=70', 'path': 'full/b92e87b7ab2f80692bf1dca4e8c252ee21d96efc.jpg', 'checksum': 'a6ff206b724d4d6ef11951fe6614c51e'}]",,,Marte Puffy Jacket,,$253.00
Farrow,"Fuzzy cardigan with contrast edging from Stelen. V neckline. Long sleeves. Tonal front button closure. Ribbed trim. Straight hem. 

• Faux Mohair Knit
• 70% nylon, 30% polyester
• Hand wash
• Made in China","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6069491d/products/WQCD100090/WQCD100090_191023_NS_OF_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw2b112299/products/WQCD100090/WQCD100090_191023_NS_OF_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwcfedfefb/products/WQCD100090/WQCD100090_191023_NS_OF_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw086a902a/products/WQCD100090/WQCD100090_191023_NS_OF_4.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw6069491d/products/WQCD100090/WQCD100090_191023_NS_OF_1.jpg?sw=600&q=70', 'path': 'full/cbe51bd3a3ef275465d7889a2bbc9cf0a2f72273.jpg', 'checksum': '3c8fb10696425324609baa0db20552ab'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw2b112299/products/WQCD100090/WQCD100090_191023_NS_OF_2.jpg?sw=600&q=70', 'path': 'full/cdea6d7ad936625cd6ab669d49d23f0f9adc5ce2.jpg', 'checksum': '1810d4aa01eb1ba5272ec6ef611c1105'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwcfedfefb/products/WQCD100090/WQCD100090_191023_NS_OF_3.jpg?sw=600&q=70', 'path': 'full/04ae236c4b0edf9b03c1b0045a5a2725e13a10d9.jpg', 'checksum': 'da4c3ed3c2bd95ac5bb5dce9c44318a5'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw086a902a/products/WQCD100090/WQCD100090_191023_NS_OF_4.jpg?sw=600&q=70', 'path': 'full/7fd9cd710dabfa01bd6d0a5553eac96cd14e1509.jpg', 'checksum': '033ed081496b8d23ce756d27170480ef'}]",,,Carol Contrast Cardigan,,$78.00
Farrow,"Supersoft long sleeve base layer from Farrow. Fluid, light-stretch jersey. Crew neckline. Inset sleeves. Double-needle edging. Straight hem. 

• Rayon Jersey
• 97% rayon, 3% spandex 
• Hand wash
• Imported","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw3b80c4da/products/WQCD100023/WQCD100023_191023_NS_OF_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwe6ac9dd7/products/WQCD100023/WQCD100023_191023_NS_OF_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw97247f5f/products/WQCD100023/WQCD100023_191023_NS_OF_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw9f83e648/products/WQCD100023/WQCD100023_191023_NS_OF_4.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw3b80c4da/products/WQCD100023/WQCD100023_191023_NS_OF_1.jpg?sw=600&q=70', 'path': 'full/8468ac647637eba03e357496e7191b9889624132.jpg', 'checksum': '9ab59d5329090e11609840e0f6c5faa1'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwe6ac9dd7/products/WQCD100023/WQCD100023_191023_NS_OF_2.jpg?sw=600&q=70', 'path': 'full/4514a31b464a364bec082765f51a253387bb3013.jpg', 'checksum': '77b1d75dc60a9f0221de36bc5d16b427'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw97247f5f/products/WQCD100023/WQCD100023_191023_NS_OF_3.jpg?sw=600&q=70', 'path': 'full/dbf05fe5218fb77ef3ae15969700c132ebc2ebc4.jpg', 'checksum': '395ed7c8c593fd75c89fdf1674646539'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw9f83e648/products/WQCD100023/WQCD100023_191023_NS_OF_4.jpg?sw=600&q=70', 'path': 'full/cf4161e8403293da25e82c33d0fe508112b22f80.jpg', 'checksum': 'f3427523a8a566b94e98ca231dc4517e'}]",,,Clarice Long Sleeve Tee In Ash Olive,,$48.00
Stelen,"Satin jumpsuit from Stelen. Cowlneck bodice with thin adjustable straps.Invisible back zip closure. Darted waist. Wide leg. Unlined. 

• Satin
• 100% polyester
• Hand wash
• Made in China","https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw257f5694/products/WQCD100017/WQCD100017_191023_NS_OF_1.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwb35e25bf/products/WQCD100017/WQCD100017_191023_NS_OF_2.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwdc3b9c32/products/WQCD100017/WQCD100017_191023_NS_OF_3.jpg?sw=600&q=70,https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwe6a196ef/products/WQCD100017/WQCD100017_191023_NS_OF_4.jpg?sw=600&q=70","[{'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dw257f5694/products/WQCD100017/WQCD100017_191023_NS_OF_1.jpg?sw=600&q=70', 'path': 'full/7d6435a5ac2090aaa693ffbc15f7050dd17f9094.jpg', 'checksum': 'c9e4a62a91136eaf9038a5118cf03b59'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwb35e25bf/products/WQCD100017/WQCD100017_191023_NS_OF_2.jpg?sw=600&q=70', 'path': 'full/00e2df19a39edfeea1f315fec22f1faafa9d7bc4.jpg', 'checksum': '6fba524642d9eef2bc8b383b861e7ad6'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwdc3b9c32/products/WQCD100017/WQCD100017_191023_NS_OF_3.jpg?sw=600&q=70', 'path': 'full/9f585be1e2c6c3774aa68ac729227f5724dfa15c.jpg', 'checksum': '5f996b950062942a6ec8c65a2ef81605'}, {'url': 'https://needsupply.com/dw/image/v2/BDJK_PRD/on/demandware.static/-/Sites-master/default/dwe6a196ef/products/WQCD100017/WQCD100017_191023_NS_OF_4.jpg?sw=600&q=70', 'path': 'full/d5d57cb6d182251c6a3a57e5181fa85383477a00.jpg', 'checksum': '236010fad4052e1a823224f7b907dbfc'}]",,,Erna Sleeveless Jumpsuit,,$108.00
